Converting ICESat/GLAS binary freeboard vector data to ASCII
Wed Feb 12 09:56:24 2014

write_fb:
  file_in:       laser3k0008002.dat
  laser_period:  3k
  track:         0008
  cycle:         002
  file_out:      laser3k0008002.txt
  non_zero_only:        0
  nan_replace:       -999

read_fb:
  Year:                  2008
  Month:                   10
  Day:                      9
  Hour:                    21
  Minute:                  18
  Doy:                    283
  record_count:          4158
  non_zero_count:        4145
  nan_count:                0

    Latitude   Longitude   Freeboard   Thickness
   78.520660  165.233105    0.261211    1.211784
   78.525001  165.224675    0.245889    1.067660
   78.527889  165.219057    0.304739    1.621294
   78.529332  165.216254    0.277915    1.368960
   78.530775  165.213454    0.254061    1.144561
   78.532218  165.210655    0.289168    1.474824
   78.533662  165.207855    0.260685    1.206886
   78.535107  165.205053    0.299430    1.571372
   78.536553  165.202248    0.221071    0.834228
   78.542345  165.190989    0.288974    1.473041
   78.545247  165.185331    0.312239    1.691910
   78.546700  165.182495    0.242753    1.038233
   78.551065  165.173968    0.273097    1.323711
   78.553973  165.168270    0.265651    1.253674
   78.556880  165.162571    0.334822    1.904400
   78.558334  165.159726    0.264514    1.242998
   78.559790  165.156884    0.340949    1.962057
   78.561244  165.154045    0.304710    1.621153
   78.564148  165.148372    0.326112    1.822501
   78.565597  165.145538    0.317832    1.744618
   78.567045  165.142704    0.287638    1.460572
   78.568491  165.139870    0.256228    1.165102
   78.569936  165.137030    0.256723    1.169768
   78.571380  165.134188    0.313205    1.701114
   78.572824  165.131344    0.297897    1.557119
   78.575711  165.125655    0.341701    1.969208
   78.577154  165.122811    0.327262    1.833385
   78.578598  165.119969    0.327127    1.832120
   78.587269  165.103010    0.280620    1.394662
   78.588717  165.100168    0.360657    2.147604
   78.590166  165.097322    0.321767    1.781761
   78.591616  165.094471    0.269075    1.286075
   78.597428  165.083057    0.380996    2.338979
   78.598880  165.080212    0.329776    1.857146
   78.601780  165.074531    0.312144    1.691284
   78.604680  165.068841    0.341311    1.965690
   78.606131  165.065987    0.307208    1.644877
   78.607582  165.063130    0.283011    1.417252
   78.610484  165.057399    0.368635    2.222761
   78.611935  165.054525    0.289922    1.482290
   78.614835  165.048775    0.318928    1.755170
   78.616284  165.045906    0.293700    1.517855
   78.617732  165.043042    0.261836    1.218098
   78.619179  165.040180    0.301532    1.591540
   78.620626  165.037320    0.258893    1.190430
   78.622073  165.034460    0.268421    1.280069
   78.624964  165.028739    0.296044    1.539941
   78.626409  165.025877    0.270876    1.303190
   78.630741  165.017269    0.225237    0.873871
   78.632184  165.014398    0.297294    1.551735
   78.633627  165.011529    0.305084    1.625027
   78.635069  165.008661    0.307813    1.650711
   78.637955  165.002924    0.331784    1.876225
   78.640846  164.997173    0.271412    1.308302
   78.642294  164.994296    0.309819    1.669615
   78.643742  164.991420    0.291534    1.497606
   78.645191  164.988552    0.380693    2.336360
   78.646639  164.985688    0.344318    1.994174
   78.648088  164.982822    0.311811    1.688376
   78.652445  164.974178    0.300845    1.585236
   78.653900  164.971281    0.308345    1.655801
   78.655355  164.968383    0.347897    2.027884
   78.656807  164.965489    0.295607    1.535981
   78.662611  164.953940    0.260145    1.202409
   78.665513  164.948178    0.314401    1.712823
   78.666962  164.945298    0.344362    1.994682
   78.668409  164.942415    0.339707    1.950903
   78.671294  164.936642    0.311484    1.685410
   78.672735  164.933754    0.333454    1.892094
