Converting ICESat/GLAS binary freeboard vector data to ASCII
Wed Feb 12 09:58:36 2014

write_fb:
  file_in:       laser3k0141002.dat
  laser_period:  3k
  track:         0141
  cycle:         002
  file_out:      laser3k0141002.txt
  non_zero_only:        0
  nan_replace:       -999

read_fb:
  Year:                  2008
  Month:                   10
  Day:                     18
  Hour:                    19
  Minute:                  33
  Doy:                    292
  record_count:          4338
  non_zero_count:        4321
  nan_count:                0

    Latitude   Longitude   Freeboard   Thickness
   83.761234  167.428484    0.130752    0.283329
   83.763626  167.410073    0.077620    0.168196
   83.764821  167.400866    0.071625    0.155206
   83.766017  167.391671    0.032009    0.069361
   83.767211  167.382476    0.119277    0.258465
   83.768405  167.373280    0.092789    0.201066
   83.769599  167.364080    0.217651    0.590473
   83.770791  167.354870    0.100159    0.217037
   83.771981  167.345654    0.156183    0.338437
   83.773171  167.336430    0.210919    0.527230
   83.774361  167.327198    0.166140    0.360011
   83.775550  167.317949    0.085405    0.185065
   83.776739  167.308694    0.113461    0.245862
   83.777926  167.299436    0.200508    0.434486
   83.779113  167.290175    0.312704    1.484910
   83.780298  167.280924    0.261361    1.001935
   83.781482  167.271673    0.117065    0.253671
   83.782666  167.262425    0.113293    0.245496
   83.783849  167.253177    0.122886    0.266285
   83.786219  167.234683    0.208694    0.506632
   83.787404  167.225435    0.083455    0.180841
   83.788589  167.216186    0.038270    0.082927
   83.789772  167.206937    0.109862    0.238062
   83.790954  167.197685    0.126546    0.274216
   83.793319  167.179171    0.137239    0.297387
   83.794502  167.169908    0.152704    0.330896
   83.795685  167.160640    0.127338    0.275931
   83.796869  167.151366    0.134036    0.290445
   83.798054  167.142088    0.065613    0.142179
   83.799240  167.132804    0.073042    0.158276
   83.800427  167.123514    0.134318    0.291056
   83.801614  167.114218    0.043976    0.095292
   83.805174  167.086300    0.096625    0.209379
   83.806361  167.076982    0.177284    0.384160
   83.807548  167.067658    0.137417    0.297772
   83.808737  167.058321    0.138747    0.300653
   83.809925  167.048978    0.178357    0.386485
   83.812303  167.030275    0.153299    0.332186
   83.813491  167.020917    0.070202    0.152123
   83.814679  167.011557    0.151779    0.328893
   83.815866  167.002196    0.156657    0.339463
   83.817051  166.992835    0.153178    0.331924
   83.818233  166.983480    0.072129    0.156297
   83.819413  166.974125    0.157283    0.340820
   83.820592  166.964768    0.159406    0.345420
   83.821770  166.955410    0.158560    0.343586
   83.822948  166.946039    0.188501    0.408466
   83.825303  166.927293    0.193416    0.419116
   83.826479  166.917920    0.221861    0.631509
   83.827654  166.908558    0.191046    0.413982
   83.828829  166.899199    0.206937    0.491171
   83.830004  166.889839    0.184925    0.400718
   83.831180  166.880476    0.121013    0.262225
   83.832358  166.871107    0.212929    0.547636
   83.833537  166.861732    0.240657    0.808509
   83.834717  166.852350    0.208445    0.505504
   83.835898  166.842961    0.169180    0.366600
   83.837080  166.833556    0.239051    0.793489
   83.838263  166.824143    0.217819    0.593778
   83.839446  166.814726    0.162848    0.352880
   83.840629  166.805305    0.278638    1.165985
   83.841812  166.795890    0.256498    0.957736
   83.842995  166.786474    0.245065    0.850209
   83.844179  166.777055    0.150036    0.325116
   83.845362  166.767633    0.237406    0.778224
