evento,fecha,hora,latitud,longitud,prof_km,inten,mag,tipo_mag,localizacion,datetime,the_geom,cartodb_id,created_at,updated_at
1112277,12/11/2011,15:59:48,27.7881,-18.0463,19,III,3.1,4,NW FRONTERA.I,2011-11-12 00:00:00+00,0101000020E610000007CE1951DA0B32C044FAEDEBC0C93B40,6377,2015-06-08 15:46:53.792986+00,2015-06-08 15:46:53.792986+00
1112302,13/11/2011,11:51:36,27.7823,-18.0487,23,II-III,3.1,4,NW FRONTERA.I,2011-11-13 00:00:00+00,0101000020E6100000B1506B9A770C32C02AA913D044C83B40,6393,2015-06-08 15:46:53.792986+00,2015-06-08 15:46:53.792986+00
1112392,14/11/2011,07:28:03,27.7804,-18.0391,20,II-III,3.2,4,NW FRONTERA.I,2011-11-14 00:00:00+00,0101000020E61000000B462575020A32C064CC5D4BC8C73B40,6406,2015-06-08 15:46:53.792986+00,2015-06-08 15:46:53.792986+00
1112589,15/11/2011,08:52:44,27.7804,-18.0511,17,III,3.4,4,NW FRONTERA.I,2011-11-15 00:00:00+00,0101000020E61000005BD3BCE3140D32C064CC5D4BC8C73B40,6442,2015-06-08 15:46:53.792986+00,2015-06-08 15:46:53.792986+00
1112697,15/11/2011,17:24:16,27.7947,-18.0528,21,II-III,3.1,4,NW FRONTERA.I,2011-11-15 00:00:00+00,0101000020E6100000933A014D840D32C096218E7571CB3B40,6447,2015-06-08 15:46:53.792986+00,2015-06-08 15:46:53.792986+00
1112699,15/11/2011,18:00:59,27.7989,-18.054,21,III,3.2,4,NW FRONTERA.I,2011-11-15 00:00:00+00,0101000020E6100000E7FBA9F1D20D32C03FC6DCB584CC3B40,6450,2015-06-08 15:46:53.792986+00,2015-06-08 15:46:53.792986+00
1112776,16/11/2011,05:09:19,27.7768,-18.043,20,II-III,3.2,4,NW FRONTERA.I,2011-11-16 00:00:00+00,0101000020E61000005EBA490C020B32C06688635DDCC63B40,6467,2015-06-08 15:46:53.792986+00,2015-06-08 15:46:53.792986+00
1112927,16/11/2011,20:32:08,27.8068,-18.0547,19,II-III,3.1,4,NW FRONTERA.I,2011-11-16 00:00:00+00,0101000020E61000005917B7D1000E32C0AD69DE718ACE3B40,6477,2015-06-08 15:46:53.792986+00,2015-06-08 15:46:53.792986+00
1113159,17/11/2011,16:25:18,27.7955,-18.0535,22,III,3.6,4,NW FRONTERA.I,2011-11-17 00:00:00+00,0101000020E610000004560E2DB20D32C0CFF753E3A5CB3B40,6493,2015-06-08 15:46:53.792986+00,2015-06-08 15:46:53.792986+00
1113422,18/11/2011,15:32:40,27.7738,-18.0472,23,III,3.7,4,NW FRONTERA.I,2011-11-18 00:00:00+00,0101000020E6100000075F984C150C32C012A5BDC117C63B40,6543,2015-06-08 15:46:53.792986+00,2015-06-08 15:46:53.792986+00
1113510,19/11/2011,18:27:04,27.778,-18.0396,23,III,3.3,4,NW FRONTERA.I,2011-11-19 00:00:00+00,0101000020E6100000EEEBC039230A32C0BA490C022BC73B40,6567,2015-06-08 15:46:53.792986+00,2015-06-08 15:46:53.792986+00
1113557,20/11/2011,03:15:35,27.7909,-18.0541,21,III,3.7,4,NW FRONTERA.I,2011-11-20 00:00:00+00,0101000020E6100000AEB6627FD90D32C00A68226C78CA3B40,6577,2015-06-08 15:46:53.792986+00,2015-06-08 15:46:53.792986+00
1113564,20/11/2011,04:03:06,27.789,-18.046,21,II-III,3.1,4,NW FRONTERA.I,2011-11-20 00:00:00+00,0101000020E6100000B29DEFA7C60B32C0448B6CE7FBC93B40,6578,2015-06-08 15:46:53.792986+00,2015-06-08 15:46:53.792986+00
1113859,21/11/2011,18:02:06,27.8016,-18.0663,21,II,3.3,4,NW FRONTERA.I,2011-11-21 00:00:00+00,0101000020E61000008CB96B09F91032C03E7958A835CD3B40,6611,2015-06-08 15:46:53.792986+00,2015-06-08 15:46:53.792986+00
1114179,22/11/2011,16:46:15,27.7781,-18.0452,22,II,3.3,4,NW FRONTERA.I,2011-11-22 00:00:00+00,0101000020E61000007AC7293A920B32C08104C58F31C73B40,6649,2015-06-08 15:46:53.792986+00,2015-06-08 15:46:53.792986+00
1114284,22/11/2011,21:08:49,27.7677,-18.0412,17,III,3.3,4,NW FRONTERA.I,2011-11-22 00:00:00+00,0101000020E61000005F984C158C0A32C0A323B9FC87C43B40,6654,2015-06-08 15:46:53.792986+00,2015-06-08 15:46:53.792986+00
1114679,25/11/2011,02:35:18,27.7908,-18.05,20,III,3.1,4,NW FRONTERA.I,2011-11-25 00:00:00+00,0101000020E6100000CDCCCCCCCC0C32C043AD69DE71CA3B40,6690,2015-06-08 15:46:53.792986+00,2015-06-08 15:46:53.792986+00
1115395,29/11/2011,01:59:02,27.7713,-18.0501,15,II,3.2,4,NW FRONTERA.I,2011-11-29 00:00:00+00,0101000020E61000009487855AD30C32C0A167B3EA73C53B40,6746,2015-06-08 15:46:53.792986+00,2015-06-08 15:46:53.792986+00
